Date,Close,High,Low,Open,Volume,Symbol,return_1d,SMA_5,SMA_10,price_over_sma5,target
2018-01-16,41.26226043701172,42.01167360260789,41.25055013043537,41.662726478142304,118263600,AAPL,-0.005082089561848635,41.08567657470703,40.84422760009765,1.0042979421790366,1
2018-01-17,41.94376754760742,41.97889490055717,40.99997454785581,41.252898636063065,137547200,AAPL,0.016516475427613697,41.30909729003906,41.004415130615236,1.015363934319654,1
2018-01-18,41.981224060058594,42.17794790326898,41.74469161004063,42.00698530300974,124773600,AAPL,0.0008930173573142852,41.54188461303711,41.16905212402344,1.0105758188660416,0
2018-01-19,41.793888092041016,42.05618187681274,41.547985882075125,41.82901544768551,129700400,AAPL,-0.004462375078667868,41.690834045410156,41.29621963500976,1.0024718633961271,0
2018-01-22,41.45195388793945,41.634623229363534,41.3582785853828,41.52221215159881,108434400,AAPL,-0.008181440390244044,41.68661880493164,41.343057250976564,0.9943707375719226,1
2018-01-23,41.46133041381836,42.023393090934235,41.40981148589692,41.522222591926244,130756400,AAPL,0.0002262022655012963,41.72643280029297,41.4060546875,0.9936466558801368,0
2018-01-24,40.8009033203125,41.52221462816889,40.56202663901651,41.510504321279925,204420400,AAPL,-0.01592874823152679,41.497859954833984,41.40347862243652,0.9832049981546025,0
2018-01-25,40.07257080078125,40.9718667190559,39.93673908810159,40.86882172505862,166116000,AAPL,-0.017850892021026743,41.116129302978514,41.32900695800781,0.9746192426211271,1
2018-01-26,40.16624069213867,40.28099597876492,39.82666324306097,40.28099597876492,156572000,AAPL,0.002337506416124402,40.79059982299805,41.2407169342041,0.9846935535743861,0
2018-01-29,39.33486557006836,39.850086936789836,39.126434961888506,39.850086936789836,202561600,AAPL,-0.020698355328857776,40.36718215942383,41.02690048217774,0.9744268355101305,0
2018-01-30,39.1030158996582,39.19669121606022,38.571399366691885,38.76577904303612,184192800,AAPL,-0.005894253534365235,39.8955192565918,40.81097602844238,0.9801355297110802,1
2018-01-31,39.210731506347656,39.44726751226746,38.99293484679967,39.07958466961124,129915600,AAPL,0.0027546623760648092,39.577484893798825,40.537672424316405,0.9907332821063465,1
2018-02-01,39.29270935058594,39.48942965217391,39.05383265666675,39.149852175352834,188923200,AAPL,0.0020906991807845277,39.421512603759766,40.26882095336914,0.9967326658804679,0
2018-02-02,37.58778381347656,39.06319286477697,37.49410852308551,38.87583871051159,346375200,AAPL,-0.043390378655167816,38.90582122802734,39.8482105255127,0.9661223597665308,0
2018-02-05,36.6486930847168,38.37937114734426,36.53393776298106,37.25993410945991,290954000,AAPL,-0.024983934499034466,38.368586730957034,39.36788444519043,0.9551744332336178,1
2018-02-06,38.180294036865234,38.341886972498564,36.065542082454556,36.259921731587134,272975200,AAPL,0.041791420736559504,38.184042358398436,39.03978080749512,0.999901835392439,0
2018-02-07,37.362972259521484,38.26695309063286,37.25290535970743,38.194354177070885,206434400,AAPL,-0.021406901071913675,37.814490509033206,38.695987701416016,0.9880596500591787,0
2018-02-08,36.334869384765625,37.7048933359953,36.30676750219174,37.5386155259692,217562000,AAPL,-0.027516624416673907,37.22292251586914,38.322217559814455,0.9761423050346217,1
